Language,Set Name,Set Name (EN),Set Code,Year,Release Date,Series,Cards In Set,Cards Listed,Sources
Japanese,ロケット団の逆襲,,PCG3,2004,2004-10-15,PCG,84,85,tcgdex
Japanese,Emerald Gift Box (Deoxys),Emerald Gift Box (Deoxys),,2004,2004-11-19,PCG Era,,0,database.xlsx
Japanese,Emerald Gift Box (Rayquaza),Emerald Gift Box (Rayquaza),,2004,2004-11-19,PCG Era,,0,database.xlsx
Japanese,Fighting Quick Construction Pack,Fighting Quick Construction Pack,,2005,2005-01-16,PCG Era,,0,database.xlsx
Japanese,Fire Quick Construction Pack,Fire Quick Construction Pack,,2005,2005-01-16,PCG Era,,0,database.xlsx
Japanese,Grass Quick Construction Pack,Grass Quick Construction Pack,,2005,2005-01-16,PCG Era,,0,database.xlsx
Japanese,Lightning Quick Construction Pack,Lightning Quick Construction Pack,,2005,2005-01-16,PCG Era,,0,database.xlsx
Japanese,Psychic Quick Construction Pack,Psychic Quick Construction Pack,,2005,2005-01-16,PCG Era,,0,database.xlsx
Japanese,Water Quick Construction Pack,Water Quick Construction Pack,,2005,2005-01-16,PCG Era,,0,database.xlsx
Japanese,Feraligatr Constructed Starter Deck,Feraligatr Constructed Starter Deck,,2005,2005-03-05,PCG Era,,0,database.xlsx
Japanese,Meganium Constructed Starter Deck,Meganium Constructed Starter Deck,,2005,2005-03-05,PCG Era,,0,database.xlsx
Japanese,Typhlosion Constructed Starter Deck,Typhlosion Constructed Starter Deck,,2005,2005-03-05,PCG Era,,0,database.xlsx
Japanese,PokéPark Blue,PokéPark Blue,,2005,2005-03-18,Other,,0,database.xlsx
Japanese,PokéPark Forest,PokéPark Forest,,2005,2005-03-18,Other,,0,database.xlsx
Japanese,金の空、銀の海,"Golden Sky, Silvery Ocean",PCG4,2005,2005-04-08,PCG Era,106,106,"database.xlsx,tcgdex"
Japanese,Mirage Forest,Mirage Forest,,2005,2005-06-30,PCG Era,,0,database.xlsx
Japanese,Mirage's Mew Constructed Starter Deck,Mirage's Mew Constructed Starter Deck,,2005,2005-06-30,PCG Era,,0,database.xlsx
Japanese,まぼろしの森,,PCG5,2005,2005-06-30,PCG,86,86,tcgdex
Japanese,Master Kit (Bulbasaur),Master Kit (Bulbasaur),,2005,2005-07-15,PCG Era,,0,database.xlsx
Japanese,Master Kit (Side Deck),Master Kit (Side Deck),,2005,2005-07-15,PCG Era,,0,database.xlsx
Japanese,Master Kit (Torchic),Master Kit (Torchic),,2005,2005-07-15,PCG Era,,0,database.xlsx
Japanese,Movie Commemoration VS Pack: Aura's Lucario,Movie Commemoration VS Pack: Aura's Lucario,,2005,2005-07-16,Movie Commemorations,,0,database.xlsx
Japanese,Holon Research Tower Fire Quarter Deck,Holon Research Tower Fire Quarter Deck,,2005,2005-09-30,PCG Era,,0,database.xlsx
Japanese,Holon Research Tower Lightning Quarter Deck,Holon Research Tower Lightning Quarter Deck,,2005,2005-09-30,PCG Era,,0,database.xlsx
Japanese,Holon Research Tower Water Quarter Deck,Holon Research Tower Water Quarter Deck,,2005,2005-09-30,PCG Era,,0,database.xlsx
Japanese,ホロンの研究塔,Holon Research Tower,PCG6,2005,2005-10-28,PCG Era,86,86,"database.xlsx,tcgdex"
Japanese,Mew • Lucario Gift Box (Crawdaunt),Mew • Lucario Gift Box (Crawdaunt),,2005,2005-11-16,PCG Era,,0,database.xlsx
Japanese,Mew • Lucario Gift Box (Lucario),Mew • Lucario Gift Box (Lucario),,2005,2005-11-16,PCG Era,,0,database.xlsx
Japanese,Mew • Lucario Gift Box (Mew),Mew • Lucario Gift Box (Mew),,2005,2005-11-16,PCG Era,,0,database.xlsx
Japanese,Mew • Lucario Gift Box (Mightyena),Mew • Lucario Gift Box (Mightyena),,2005,2005-11-16,PCG Era,,0,database.xlsx
Japanese,Mew • Lucario Gift Box (Pokémon ☆),Mew • Lucario Gift Box (Pokémon ☆),,2005,2005-11-16,PCG Era,,0,database.xlsx
Japanese,ホロンの幻影,Holon Phantom,PCG7,2006,2006-01-27,PCG Era,52,52,"database.xlsx,tcgdex"
Japanese,Earth's Groudon ex Constructed Starter Deck,Earth's Groudon ex Constructed Starter Deck,,2006,2006-03-03,PCG Era,,0,database.xlsx
Japanese,Ocean's Kyogre ex Constructed Starter Deck,Ocean's Kyogre ex Constructed Starter Deck,,2006,2006-03-03,PCG Era,,0,database.xlsx
Japanese,きせきの結晶,Miracle Crystal,PCG8,2006,2006-03-10,PCG Era,75,75,"database.xlsx,tcgdex"
Japanese,Imprison! Gardevoir ex Constructed Standard Deck,Imprison! Gardevoir ex Constructed Standard Deck,,2006,2006-06-29,PCG Era,,0,database.xlsx
Japanese,Offense and Defense of the Furthest Ends,Offense and Defense of the Furthest Ends,,2006,2006-06-29,PCG Era,,0,database.xlsx
Japanese,Shockwave! Tyranitar ex Constructed Standard Deck,Shockwave! Tyranitar ex Constructed Standard Deck,,2006,2006-06-29,PCG Era,,0,database.xlsx
Japanese,さいはての攻防,,PCG9,2006,2006-06-29,PCG,68,68,tcgdex
Japanese,Movie Commemoration VS Pack: Sea's Manaphy,Movie Commemoration VS Pack: Sea's Manaphy,,2006,2006-07-15,Movie Commemorations,,0,database.xlsx
Japanese,Entry Pack,Entry Pack,,2006,2006-10-27,Diamond & Pearl Era,,0,database.xlsx
Japanese,Space-Time Creation,Space-Time Creation,DP1,2006,2006-11-30,Diamond & Pearl Era,,0,database.xlsx
Japanese,Diamond & Pearl Promos,Diamond & Pearl Promos,DPP,2006,2006-12-01,Diamond & Pearl Era,,0,database.xlsx
Japanese,10th Movie Commemoration Set,10th Movie Commemoration Set,,2007,2007-01-14,Movie Commemorations,,0,database.xlsx
Japanese,Bastiodon the Defender Constructed Half Deck,Bastiodon the Defender Constructed Half Deck,,2007,2007-03-02,Diamond & Pearl Era,,0,database.xlsx
Japanese,Rampardos the Attacker Constructed Half Deck,Rampardos the Attacker Constructed Half Deck,,2007,2007-03-02,Diamond & Pearl Era,,0,database.xlsx
Japanese,Secret of the Lakes,Secret of the Lakes,DP2,2007,2007-03-02,Diamond & Pearl Era,,0,database.xlsx
Japanese,PPP Promos,PPP Promos,PPP,2007,2007-05-01,Other,,0,database.xlsx
Japanese,Dialga LV.X Constructed Standard Deck,Dialga LV.X Constructed Standard Deck,,2007,2007-07-05,Diamond & Pearl Era,,0,database.xlsx
Japanese,Palkia LV.X Constructed Standard Deck,Palkia LV.X Constructed Standard Deck,,2007,2007-07-05,Diamond & Pearl Era,,0,database.xlsx
Japanese,Shining Darkness,Shining Darkness,DP3,2007,2007-07-05,Diamond & Pearl Era,,0,database.xlsx
Japanese,World Champions Pack,World Champions Pack,,2007,2007-07-05,PCG Era,,0,database.xlsx
Japanese,ワールドチャンピオンズパック,,PCG10,2007,2007-07-05,PCG,108,0,tcgdex
Japanese,Dawn Dash,Dawn Dash,DP4,2007,2007-10-26,Diamond & Pearl Era,,0,database.xlsx
Japanese,Magmortar vs Electivire Deck Kit,Magmortar vs Electivire Deck Kit,,2007,2007-10-26,Diamond & Pearl Era,,0,database.xlsx
Japanese,Magmortar vs Electivire Deck Kit (Electivire),Magmortar vs Electivire Deck Kit (Electivire),,2007,2007-10-26,Diamond & Pearl Era,,0,database.xlsx
Japanese,Magmortar vs Electivire Deck Kit (Magmortar),Magmortar vs Electivire Deck Kit (Magmortar),,2007,2007-10-26,Diamond & Pearl Era,,0,database.xlsx
Japanese,Moonlit Pursuit,Moonlit Pursuit,DP4,2007,2007-10-26,Diamond & Pearl Era,,0,database.xlsx
Japanese,Entry Pack '08,Entry Pack '08,,2007,2007-11-30,Diamond & Pearl Era,,0,database.xlsx
Japanese,Cry from the Mysterious,Cry from the Mysterious,DP5,2008,2008-03-14,Diamond & Pearl Era,,0,database.xlsx
Japanese,Heatran vs Regigigas Deck Kit,Heatran vs Regigigas Deck Kit,,2008,2008-03-14,Diamond & Pearl Era,,0,database.xlsx
Japanese,Heatran vs Regigigas Deck Kit (Heatran),Heatran vs Regigigas Deck Kit (Heatran),,2008,2008-03-14,Diamond & Pearl Era,,0,database.xlsx
Japanese,Heatran vs Regigigas Deck Kit (Regigigas),Heatran vs Regigigas Deck Kit (Regigigas),,2008,2008-03-14,Diamond & Pearl Era,,0,database.xlsx
Japanese,Temple of Anger,Temple of Anger,DP5,2008,2008-03-14,Diamond & Pearl Era,,0,database.xlsx
Japanese,Giratina vs Dialga Deck Kit (Dialga),Giratina vs Dialga Deck Kit (Dialga),,2008,2008-07-10,Diamond & Pearl Era,,0,database.xlsx
Japanese,Giratina vs Dialga Deck Kit (Giratina),Giratina vs Dialga Deck Kit (Giratina),,2008,2008-07-10,Diamond & Pearl Era,,0,database.xlsx
Japanese,Intense Fight in the Destroyed Sky,Intense Fight in the Destroyed Sky,DPS,2008,2008-07-10,Diamond & Pearl Era,,0,database.xlsx
Japanese,11th Movie Commemoration Set,11th Movie Commemoration Set,,2008,2008-07-19,Movie Commemorations,,0,database.xlsx
Japanese,Platinum Promos,Platinum Promos,DPtP,2008,2008-10-01,Platinum Era,,0,database.xlsx
Japanese,DPt Entry Pack (Dialga),DPt Entry Pack (Dialga),,2008,2008-10-10,Platinum Era,,0,database.xlsx
Japanese,DPt Entry Pack (Giratina),DPt Entry Pack (Giratina),,2008,2008-10-10,Platinum Era,,0,database.xlsx
Japanese,DPt Entry Pack (Palkia),DPt Entry Pack (Palkia),,2008,2008-10-10,Platinum Era,,0,database.xlsx
Japanese,Galactic's Conquest,Galactic's Conquest,DPt1,2008,2008-10-10,Platinum Era,,0,database.xlsx
Japanese,DPt Gift Box (Chimchar),DPt Gift Box (Chimchar),Pt,2008,2008-11-20,Platinum Era,,0,database.xlsx
Japanese,DPt Gift Box (Pikachu),DPt Gift Box (Pikachu),Pt,2008,2008-11-20,Platinum Era,,0,database.xlsx
Japanese,DPt Gift Box (Piplup),DPt Gift Box (Piplup),Pt,2008,2008-11-20,Platinum Era,,0,database.xlsx
Japanese,DPt Gift Box (Turtwig),DPt Gift Box (Turtwig),Pt,2008,2008-11-20,Platinum Era,,0,database.xlsx
Japanese,Bonds to the End of Time,Bonds to the End of Time,DPt2,2008,2008-12-26,Platinum Era,,0,database.xlsx
Japanese,Infernape vs Gallade SP Deck Kit (Gallade),Infernape vs Gallade SP Deck Kit (Gallade),Pt,2008,2008-12-26,Platinum Era,,0,database.xlsx
Japanese,Infernape vs Gallade SP Deck Kit (Infernape),Infernape vs Gallade SP Deck Kit (Infernape),Pt,2008,2008-12-26,Platinum Era,,0,database.xlsx
Japanese,Beat of the Frontier,Beat of the Frontier,DPt3,2009,2009-03-06,Platinum Era,,0,database.xlsx
Japanese,Garchomp vs Charizard SP Deck Kit (Charizard),Garchomp vs Charizard SP Deck Kit (Charizard),,2009,2009-03-06,Platinum Era,,0,database.xlsx
Japanese,Garchomp vs Charizard SP Deck Kit (Garchomp),Garchomp vs Charizard SP Deck Kit (Garchomp),,2009,2009-03-06,Platinum Era,,0,database.xlsx
Japanese,Mewtwo LV.X Collection Pack,Mewtwo LV.X Collection Pack,DPtM,2009,2009-04-18,Platinum Era,,0,database.xlsx
Japanese,Regigigas LV.X Collection Pack,Regigigas LV.X Collection Pack,DPtR,2009,2009-04-18,Platinum Era,,0,database.xlsx
Japanese,Shaymin LV.X Collection Pack,Shaymin LV.X Collection Pack,DPtS,2009,2009-04-18,Platinum Era,,0,database.xlsx
Japanese,Advent of Arceus,Advent of Arceus,DPt4,2009,2009-07-08,Platinum Era,,0,database.xlsx
Japanese,Arceus LV.X Deck: Grass & Fire,Arceus LV.X Deck: Grass & Fire,DPt4-Sgf,2009,2009-07-08,Platinum Era,,0,database.xlsx
Japanese,Arceus LV.X Deck: Lightning & Psychic,Arceus LV.X Deck: Lightning & Psychic,DPt4-Slp,2009,2009-07-08,Platinum Era,,0,database.xlsx
Japanese,Melee! Pokémon Scramble,Melee! Pokémon Scramble,,2009,2009-07-10,Other,,0,database.xlsx
Japanese,Movie Commemoration Random Pack,Movie Commemoration Random Pack,,2009,2009-07-18,Movie Commemorations,,0,database.xlsx
Japanese,LEGEND Promos,LEGEND Promos,LP,2009,2009-09-01,LEGEND Era,,0,database.xlsx
Japanese,2009 Energies,2009 Energies,EN09,2009,2009-10-09,Unnumbered Energies,,0,database.xlsx
Japanese,HeartGold Collection,HeartGold Collection,L1-Bhg,2009,2009-10-09,LEGEND Era,,0,database.xlsx
Japanese,SoulSilver Collection,SoulSilver Collection,L1-Bss,2009,2009-10-09,LEGEND Era,,0,database.xlsx
Japanese,ソウルシルバーコレクション,,L1b,2009,2009-10-09,LEGEND,70,0,tcgdex
Japanese,ハートゴールドコレクション,,L1a,2009,2009-10-09,LEGEND,70,0,tcgdex
Japanese,Battle Starter Deck (Blastoise),Battle Starter Deck (Blastoise),B,2009,2009-11-20,LEGEND Era,,0,database.xlsx
Japanese,Battle Starter Deck (Magmortar),Battle Starter Deck (Magmortar),B,2009,2009-11-20,LEGEND Era,,0,database.xlsx
Japanese,Battle Starter Deck (Raichu),Battle Starter Deck (Raichu),B,2009,2009-11-20,LEGEND Era,,0,database.xlsx
Japanese,Battle Starter Deck (Torterra),Battle Starter Deck (Torterra),B,2009,2009-11-20,LEGEND Era,,0,database.xlsx
Japanese,Leafeon vs Metagross Expert Deck (Leafeon),Leafeon vs Metagross Expert Deck (Leafeon),E,2009,2009-11-20,LEGEND Era,,0,database.xlsx
Japanese,Leafeon vs Metagross Expert Deck (Metagross),Leafeon vs Metagross Expert Deck (Metagross),E,2009,2009-11-20,LEGEND Era,,0,database.xlsx
Japanese,Steelix Constructed Standard Deck,Steelix Constructed Standard Deck,L2,2010,2010-02-11,LEGEND Era,,0,database.xlsx
Japanese,Tyranitar Constructed Standard Deck,Tyranitar Constructed Standard Deck,L2,2010,2010-02-11,LEGEND Era,,0,database.xlsx
Japanese,よみがえる伝説,Reviving Legends,L2,2010,2010-02-11,LEGEND Era,70,0,"database.xlsx,tcgdex"
Japanese,強化パック ロストリンク,Lost Link,LL,2010,2010-04-16,LEGEND Era,40,0,"database.xlsx,tcgdex"
Japanese,Pikachu World Collection,Pikachu World Collection,PW,2010,2010-07-08,Other,,0,database.xlsx
Japanese,頂上大激突,Clash at the Summit,L3,2010,2010-07-08,LEGEND Era,70,0,"database.xlsx,tcgdex"
Japanese,Journey Partners,Journey Partners,CS1,2010,2010-09-18,Black & White Era,,0,database.xlsx
Japanese,Beginning Set,Beginning Set,HS,2010,2010-10-29,Black & White Era,,0,database.xlsx
Japanese,Black & White Promos,Black & White Promos,BWP,2010,2010-12-01,Black & White Era,,0,database.xlsx
Japanese,Black Collection,Black Collection,BW1-Bb,2010,2010-12-17,Black & White Era,,0,database.xlsx
Japanese,White Collection,White Collection,BW1-Bw,2010,2010-12-17,Black & White Era,,0,database.xlsx
Japanese,Cobalion Battle Strength Deck,Cobalion Battle Strength Deck,BKc,2011,2011-03-18,Black & White Era,,0,database.xlsx
Japanese,Terrakion Battle Strength Deck,Terrakion Battle Strength Deck,BKt,2011,2011-03-18,Black & White Era,,0,database.xlsx
Japanese,Virizion Battle Strength Deck,Virizion Battle Strength Deck,BKv,2011,2011-03-18,Black & White Era,,0,database.xlsx
Japanese,Victini Battle Theme Deck,Victini Battle Theme Deck,BTV,2011,2011-06-17,Black & White Era,,0,database.xlsx
Japanese,Red Collection,Red Collection,BW2,2011,2011-07-15,Black & White Era,,0,database.xlsx
Japanese,Beginning Set +,Beginning Set +,HS,2011,2011-08-05,Black & White Era,,0,database.xlsx
Japanese,Hail Blizzard,Hail Blizzard,BW3-Bh,2011,2011-09-16,Black & White Era,,0,database.xlsx
Japanese,Psycho Drive,Psycho Drive,BW3-Bp,2011,2011-09-16,Black & White Era,,0,database.xlsx
Japanese,Reshiram-EX Battle Strength Deck,Reshiram-EX Battle Strength Deck,BKR,2011,2011-10-21,Black & White Era,,0,database.xlsx
Japanese,Zekrom-EX Battle Strength Deck,Zekrom-EX Battle Strength Deck,BKZ,2011,2011-10-21,Black & White Era,,0,database.xlsx
Japanese,Beginning Set Pikachu,Beginning Set Pikachu,HSP,2011,2011-11-18,Black & White Era,,0,database.xlsx
Japanese,Thundurus vs Tornadus Battle Gift Set,Thundurus vs Tornadus Battle Gift Set,BGS,2011,2011-11-18,Black & White Era,,0,database.xlsx
Japanese,Dark Rush,Dark Rush,BW4,2011,2011-12-16,Black & White Era,,0,database.xlsx
Japanese,Dragon Selection,Dragon Selection,DS,2012,2012-01-27,Black & White Era,,0,database.xlsx
Japanese,Dragon Blade,Dragon Blade,BW5-Brn,2012,2012-03-16,Black & White Era,,0,database.xlsx
Japanese,Dragon Blast,Dragon Blast,BW5-Brz,2012,2012-03-16,Black & White Era,,0,database.xlsx
Japanese,Garchomp Half Deck,Garchomp Half Deck,GBR,2012,2012-03-16,Black & White Era,,0,database.xlsx
Japanese,Hydreigon Half Deck,Hydreigon Half Deck,SZD,2012,2012-03-16,Black & White Era,,0,database.xlsx
Japanese,Keldeo Battle Strength Deck,Keldeo Battle Strength Deck,KLD,2012,2012-04-20,Black & White Era,,0,database.xlsx
Japanese,National Beginning Set,National Beginning Set,HSZ,2012,2012-04-20,Black & White Era,,0,database.xlsx
Japanese,Cold Flare,Cold Flare,BW6-Bc,2012,2012-07-13,Black & White Era,,0,database.xlsx
Japanese,Freeze Bolt,Freeze Bolt,BW6-Bf,2012,2012-07-13,Black & White Era,,0,database.xlsx
Japanese,Master Deck Build Box EX,Master Deck Build Box EX,MDB,2012,2012-09-14,Black & White Era,,0,database.xlsx
Japanese,Plasma Gale,Plasma Gale,BW7,2012,2012-09-14,Black & White Era,,0,database.xlsx
Japanese,Team Plasma Powered Half Deck,Team Plasma Powered Half Deck,PPD,2012,2012-09-14,Black & White Era,,0,database.xlsx
Japanese,Black Kyurem-EX Battle Strength Deck,Black Kyurem-EX Battle Strength Deck,BKB,2012,2012-10-19,Black & White Era,,0,database.xlsx
Japanese,White Kyurem-EX Battle Strength Deck,White Kyurem-EX Battle Strength Deck,BKW,2012,2012-10-19,Black & White Era,,0,database.xlsx
Japanese,Everyone's Exciting Battle,Everyone's Exciting Battle,WAK,2012,2012-11-16,Black & White Era,,0,database.xlsx
Japanese,Team Plasma Battle Gift Set,Team Plasma Battle Gift Set,PBG,2012,2012-11-16,Black & White Era,,0,database.xlsx
Japanese,Spiral Force,Spiral Force,BW8-Brf,2012,2012-12-14,Black & White Era,,0,database.xlsx
Japanese,Thunder Knuckle,Thunder Knuckle,BW8-Brn,2012,2012-12-14,Black & White Era,,0,database.xlsx
Japanese,Shiny Collection,Shiny Collection,SC,2013,2013-02-01,Black & White Era,,0,database.xlsx
Japanese,Blastoise + Kyurem-EX Combo Deck,Blastoise + Kyurem-EX Combo Deck,K,2013,2013-03-15,Black & White Era,,0,database.xlsx
Japanese,Megalo Cannon,Megalo Cannon,BW9,2013,2013-03-15,Black & White Era,,0,database.xlsx
Japanese,EX Battle Boost,EX Battle Boost,EBB,2013,2013-07-13,Black & White Era,,0,database.xlsx
Japanese,Mewtwo vs Genesect Deck Kit (Genesect),Mewtwo vs Genesect Deck Kit (Genesect),MG,2013,2013-07-13,Black & White Era,,0,database.xlsx
Japanese,Mewtwo vs Genesect Deck Kit (Mewtwo),Mewtwo vs Genesect Deck Kit (Mewtwo),MG,2013,2013-07-13,Black & White Era,,0,database.xlsx
Japanese,XY Beginning Set,XY Beginning Set,HXY,2013,2013-11-08,XY Era,,0,database.xlsx
Japanese,Collection X,Collection X,XY1-Bx,2013,2013-12-13,XY Era,,0,database.xlsx
Japanese,Collection Y,Collection Y,XY1-By,2013,2013-12-13,XY Era,,0,database.xlsx
Japanese,コレクションX,,XY1a,2013,2013-12-13,XY,60,0,tcgdex
Japanese,コレクションY,,XY1b,2013,2013-12-13,XY,60,0,tcgdex
Japanese,Xerneas Half Deck,Xerneas Half Deck,X30,2014,2014-01-31,XY Era,,0,database.xlsx
Japanese,Yveltal Half Deck,Yveltal Half Deck,Y30,2014,2014-01-31,XY Era,,0,database.xlsx
Japanese,M Charizard-EX Mega Battle Deck,M Charizard-EX Mega Battle Deck,XYA,2014,2014-03-15,XY Era,,0,database.xlsx
Japanese,ワイルドブレイズ,Wild Blaze,XY2,2014,2014-03-15,XY Era,80,0,"database.xlsx,tcgdex"
Japanese,ライジングフィスト,Rising Fist,XY3,2014,2014-06-14,XY Era,96,0,"database.xlsx,tcgdex"
Japanese,Dialga-EX + Aegislash-EX Hyper Metal Chain Deck,Dialga-EX + Aegislash-EX Hyper Metal Chain Deck,XYB,2014,2014-09-13,XY Era,,0,database.xlsx
Japanese,ファントムゲート,Phantom Gate,XY4,2014,2014-09-13,XY Era,88,0,"database.xlsx,tcgdex"
Japanese,Xerneas-EX & Yveltal-EX Super Legend Set,Xerneas-EX & Yveltal-EX Super Legend Set,XYC,2014,2014-11-14,XY Era,,0,database.xlsx
Japanese,Gaia Volcano,Gaia Volcano,XY5-Bg,2014,2014-12-13,XY Era,,0,database.xlsx
Japanese,Tidal Storm,Tidal Storm,XY5-Bt,2014,2014-12-13,XY Era,,0,database.xlsx
Japanese,ガイアボルケーノ,,XY5a,2014,2014-12-13,XY,70,0,tcgdex
Japanese,タイダルストーム,,XY5b,2014,2014-12-13,XY,70,0,tcgdex
Japanese,マグマ団VSアクア団 ダブルクライシス,Team Magma vs Team Aqua: Double Crisis,CP1,2015,2015-01-30,XY Era,34,34,"database.xlsx,tcgdex"
Japanese,M Rayquaza-EX Mega Battle Deck,M Rayquaza-EX Mega Battle Deck,XYD,2015,2015-03-14,XY Era,,0,database.xlsx
Japanese,エメラルドブレイク,Emerald Break,XY6,2015,2015-03-14,XY Era,78,0,"database.xlsx,tcgdex"
Japanese,バンデットリング,Bandit Ring,XY7,2015,2015-06-20,XY Era,81,0,"database.xlsx,tcgdex"
Japanese,Emboar-EX vs Togekiss-EX Battle Starter Set,Emboar-EX vs Togekiss-EX Battle Starter Set,XYE,2015,2015-07-18,XY Era,,0,database.xlsx
Japanese,伝説キラコレクション,Legendary Shine Collection,CP2,2015,2015-07-18,XY Era,27,0,"database.xlsx,tcgdex"
Japanese,M Master Deck Build Box Power Style,M Master Deck Build Box Power Style,MMB-P,2015,2015-08-07,XY Era,,0,database.xlsx
Japanese,M Master Deck Build Box Speed Style,M Master Deck Build Box Speed Style,MMB-S,2015,2015-08-07,XY Era,,0,database.xlsx
Japanese,Blue Shock,Blue Shock,XY8-Bb,2015,2015-09-26,XY Era,,0,database.xlsx
Japanese,Noivern BREAK Evolution Pack,Noivern BREAK Evolution Pack,SNPo,2015,2015-09-26,XY Era,,0,database.xlsx
Japanese,Raichu BREAK Evolution Pack,Raichu BREAK Evolution Pack,SNPr,2015,2015-09-26,XY Era,,0,database.xlsx
Japanese,Red Flash,Red Flash,XY8-Br,2015,2015-09-26,XY Era,,0,database.xlsx
Japanese,赤い閃光,,XY8b,2015,2015-09-26,XY BREAK,59,0,tcgdex
Japanese,青い衝撃,,XY8a,2015,2015-09-26,XY BREAK,59,0,tcgdex
Japanese,Golduck BREAK + Palkia-EX Combo Deck,Golduck BREAK + Palkia-EX Combo Deck,XYF,2015,2015-10-09,XY Era,,0,database.xlsx
Japanese,破天の怒り,Rage of the Broken Heavens,XY9,2015,2015-12-11,XY Era,80,0,"database.xlsx,tcgdex"
Japanese,ポケキュンコレクション,PokéKyun Collection,CP3,2016,2016-01-29,XY Era,32,0,"database.xlsx,tcgdex"
Japanese,20th Anniversary Starter Pack,20th Anniversary Starter Pack,20th,2016,2016-02-27,XY Era,,0,database.xlsx
Japanese,M Audino-EX Mega Battle Deck,M Audino-EX Mega Battle Deck,XYH,2016,2016-03-18,XY Era,,0,database.xlsx
Japanese,Zygarde-EX Perfect Battle Deck,Zygarde-EX Perfect Battle Deck,XYG,2016,2016-03-18,XY Era,,0,database.xlsx
Japanese,めざめる超王,Awakening Psychic King,XY10,2016,2016-03-18,XY Era,78,0,"database.xlsx,tcgdex"
Japanese,プレミアムチャンピオンパック EX×M×BREAK,EX × M × BREAK Premium Champion Pack,CP4,2016,2016-04-16,XY Era,131,0,"database.xlsx,tcgdex"
Japanese,Cruel Traitor,Cruel Traitor,XY11-Br,2016,2016-06-17,XY Era,,0,database.xlsx
Japanese,Fever-Burst Fighter,Fever-Burst Fighter,XY11-Bb,2016,2016-06-17,XY Era,,0,database.xlsx
Japanese,冷酷の反逆者,,XY11b,2016,2016-06-17,XY BREAK,54,0,tcgdex
Japanese,爆熱の闘士,,XY11a,2016,2016-06-17,XY BREAK,54,0,tcgdex
Japanese,冷酷の反逆者,Mythical & Legendary Dream Shine Collection,CP5,2016,2016-07-16,XY Era,36,0,"database.xlsx,tcgdex"
Japanese,ポケットモンスターカードゲーム 拡張パック 20th Anniversary,Expansion Pack 20th Anniversary,CP6,2016,2016-09-16,XY Era,87,0,"database.xlsx,tcgdex"
Japanese,ピカチュウと新しい仲間たち,Pikachu's New Friends,SM0,2016,2016-11-18,Sun & Moon Era,4,0,"database.xlsx,tcgdex"
Japanese,"Decidueye-GX, Incineroar-GX & Primarina-GX Starter Sets","Decidueye-GX, Incineroar-GX & Primarina-GX Starter Sets",SMA,2016,2016-12-09,Sun & Moon Era,,0,database.xlsx
Japanese,Premium Trainer Box,Premium Trainer Box,SMB,2016,2016-12-09,Sun & Moon Era,,0,database.xlsx
Japanese,コレクションサン,Collection Sun,SM1S,2016,2016-12-09,Sun & Moon Era,60,0,"database.xlsx,tcgdex"
Japanese,コレクションムーン,Collection Moon,SM1M,2016,2016-12-09,Sun & Moon Era,60,0,"database.xlsx,tcgdex"
Japanese,Rockruff Full Power Deck,Rockruff Full Power Deck,SMP1,2016,2016-12-15,Sun & Moon Era,,0,database.xlsx
Japanese,Sun & Moon Enhanced Expansion Pack,Sun & Moon Enhanced Expansion Pack,SM1,2017,2017-01-27,Sun & Moon Era,,0,database.xlsx
Japanese,Tapu Bulu-GX Enhanced Starter Set,Tapu Bulu-GX Enhanced Starter Set,SMC,2017,2017-03-17,Sun & Moon Era,,0,database.xlsx
Japanese,アローラの月光,Alolan Moonlight,SM2L,2017,2017-03-17,Sun & Moon Era,50,0,"database.xlsx,tcgdex"
Japanese,キミを待つ島々,Islands Await You,SM2K,2017,2017-03-17,Sun & Moon Era,50,0,"database.xlsx,tcgdex"
Japanese,Ash vs Team Rocket Battle Set,Ash vs Team Rocket Battle Set,SMD,2017,2017-04-21,Sun & Moon Era,,0,database.xlsx
Japanese,Facing a New Trial,Facing a New Trial,SM2,2017,2017-04-21,Sun & Moon Era,,0,database.xlsx
Japanese,The Best of XY,The Best of XY,XY,2017,2017-04-21,XY Era,,0,database.xlsx
Japanese,光を喰らう闇,Darkness that Consumes Light,SM3N,2017,2017-06-16,Sun & Moon Era,51,0,"database.xlsx,tcgdex"
Japanese,闘う虹を見たか,To Have Seen the Battle Rainbow,SM3H,2017,2017-06-16,Sun & Moon Era,51,0,"database.xlsx,tcgdex"
Japanese,Shining Legends,Shining Legends,SM3,2017,2017-07-15,Sun & Moon Era,,0,database.xlsx
Japanese,覚醒の勇者,Awakened Heroes,SM4S,2017,2017-09-15,Sun & Moon Era,50,0,"database.xlsx,tcgdex"
Japanese,超次元の暴獣,Ultradimensional Beasts,SM4A,2017,2017-09-15,Sun & Moon Era,50,0,"database.xlsx,tcgdex"
Japanese,GX Battle Boost,GX Battle Boost,SM4,2017,2017-10-20,Sun & Moon Era,,0,database.xlsx
Japanese,Solgaleo-GX & Lunala-GX Legendary Starter Set,Solgaleo-GX & Lunala-GX Legendary Starter Set,SME,2017,2017-11-10,Sun & Moon Era,,0,database.xlsx
Japanese,Ultra Sun & Ultra Moon Premium Trainer Box,Ultra Sun & Ultra Moon Premium Trainer Box,SMF,2017,2017-12-08,Sun & Moon Era,,0,database.xlsx
